"name";"id"
"AOTEAPSYCHE (N=1)";"1844"
"ASPECTROTANYPUS (N=2)";"1845"
"AUSTROSIMULIUM AUSTRALENSE (N=1)";"1846"
"CRICOTOPUS I (N=5)";"1847"
"CRICOTOPUS II (N=1)";"1848"
"CRISTAPERLA FIMBRIAE (N=7)";"1849"
"DELEATIDIUM (N=10)";"1850"
"MOLOPHILUS (N=2)";"1851"
"EUKIEFIDRELLA (N=2)";"1852"
"HYDORA NITIDA A (N=5)";"1853"
"HYDORA NITIDA L (N=15)";"1854"
"HYDROBIOSIS SILVICOLA (N=1)";"1855"
"ISOPODA (N=4(FROM FISH GUT)";"1856"
"LUMBRICULIID PINK (N=10)";"1857"
"NAONELLA FORSYTHII (N=1)";"1858"
"NOTHODIXA (N=6)";"1859"
"OLIGO I (N=10)";"1860"
"PARACALLIOPE FLUVIATALUS (N=1)";"1861"
"PARACALLIOPE PURPLE (N=10)";"1862"
"PODONOMOUS (N=1)";"1863"
"POLYPEDELLUM  (N=6)";"1864"
"PSILACHOREMA BIDENS (N=2)";"1865"
"PSYCHODID (N=1)";"1866"
"PYCNOCENTRIA EVECTA (N=1)";"1867"
"SCIRTID BRD (N=2)";"1868"
"SPANIOCERCA ZELANDIA (N=4)";"1869"
"STICTOCLADIUS SP. (N=15)";"1870"
"ZELANDOBIUS (N=10)";"1871"
"ZELANDOPERLA (N=15)";"1872"
"GALAXIAS (N=6)";"1873"
"APHROPHILA NEOZELANDIAE (N=10)";"1874"
"BRUNDIN (N=2)";"1875"
"CERATOPOGONID (N=1)";"1876"
"COLOBURISCUS HUMERALIS (N=10)";"1877"
"COSTACHOREMA XANTHOPTERA (N=2)";"1878"
"DELEATIDIUM LILLI (N=10)";"1879"
"ERIOPTERINI (N=4)";"1880"
"EUKIEFIDRELLA (N=7)";"1881"
"HELIODIDAE BEETLE (N=2)";"1882"
"HEXATOMINI (N=ORCHYMONTIA)";"1883"
"HUDSONEMA ALIENA (N=1)";"1884"
"HYDORA NITIDA L (N=10)";"1885"
"HYDROBIOSELLA STENOCERCA (N=8)";"1886"
"HYDROBIOSIS FRATER (N=1)";"1887"
"HYDROPHILIID BEETLE (N=3)";"1888"
"MEGALEPTOPERLA DIMINUATA (N=10)";"1889"
"MEGALEPTOPERLA GRANDIS (N=1)";"1890"
"MOLOPHILUS (N=8)";"1891"
"NANNOCHORISTA PHILPOTTI (N=3)";"1892"
"OECONESUS (N=PYCNOCENTRODES)";"1893"
"OLIGO SKINNY (N=10)";"1894"
"ORCHYMONTIA (N=1)";"1895"
"PARACALLIOPE FLUVIATALUS (N=10)";"1896"
"PAUCISPINIGERA APPROXIMATA (N=2)";"1897"
"PHILORHEITHRUS AGILIS (N=1)";"1898"
"PHREATOICUS PRASINIA (N=PARACALLIOPE FLUVIATALUS)";"1899"
"PIRARA MATAKIRI (N=EUKIEFIDRELLA BRUNDINII)";"1900"
"POLYPLECTROPUS PUERILIS (N=1)";"1901"
"PYCNOCENTRODES (N=3)";"1902"
"SCIRTID SKINNY (N=1)";"1903"
"STICTOCLADIUS (N=5)";"1904"
"STRATIOMYID I (N=1)";"1905"
"ZELANDOPERLA AGNETIS (N=10)";"1906"
"PARANEPHROPS ZELANDICUS (N=2)";"1907"
"SALMO TRUTTA (N=4)";"1908"
"AMELETOPSIS PERSCITUS (N=13)";"1909"
"AOTEAPSYCHE RARURARU (N=8)";"1910"
"AUSTROPERLA CYRENE (N=15)";"1911"
"AUSTROSIMULIUM AUSTRALENSE (N=4)";"1912"
"CHIRONOMINI (N=CRICOTOPUS)";"1913"
"COLOBURISCUS HUMERALIS (N=5)";"1914"
"COSTACHOREMA XANTHOPTERA (N=3)";"1915"
"CRICOTOPUS SP I (N=6)";"1916"
"CRICOTOPUS SP II (N=1)";"1917"
"CRISTAPERLA (N=15)";"1918"
"DELEATIDIUM (N=15)";"1919"
"ERIOPTERINI (N=6)";"1920"
"EYE FORWARD CHIRON (N=1)";"1921"
"HELICOPSYCHE ALBESCENS (N=3)";"1922"
"HUDSONEMA ALIENA (N=2)";"1923"
"HUDSONEMA AMABILIS (N=12)";"1924"
"HYDORA NITIDA (AD) (N=15)";"1925"
"HYDORA NITIDA (L) (N=15)";"1926"
"HYDROBIOSELLA STENOCERCA (N=15)";"1927"
"HYDROBIOSIS PARUMBRIPENNIS (N=CHOSTACHOREMA)";"1928"
"MISCHODERUS (N=1)";"1929"
"NANNOCHORISTA PHILLPOTTI (N=1)";"1930"
"NEOZEPHLEBIA SCITA (N=10)";"1931"
"OLIGO II (N=3)";"1932"
"OLIGO LUMBRI PINK (N=10)";"1933"
"PARACALLIOPE PALE (N=10)";"1934"
"PARALIMNOPHILA SKUSEII (N=3)";"1935"
"PAUCISPINIGERA APPROXIMATA (N=1)";"1936"
"POLYPEDELLUM (N=4)";"1937"
"POLYPEDELLUM II (N=1)";"1938"
"SCIRTID BROAD SPP. (N=2)";"1939"
"SPHAERID (N=1)";"1940"
"STENOPERLA PRASINIA (N=10)";"1941"
"STICTOCLADIUS (N=2)";"1942"
"ZELANDOBIUS (N=2)";"1943"
"ZELANDOTIPULA (N=1)";"1944"
"ANGUILLA DIEFFENBACHII (N=1)";"1945"
"AMELETOPSIS PERSCITUS (N=10)";"1946"
"AUSTROPERLA CYRENE (N=5)";"1947"
"COLOBURISCUS HUMERALIS (N=1)";"1948"
"CRICOTOPUS II (N=8)";"1949"
"CRISTAPERLA FIMBRIAE (N=10)";"1950"
"EUKIEFIRIELLA (N=3)";"1951"
"FORCIPOMYIINAE (N=1)";"1952"
"HYDORA ADULT (N=10)";"1953"
"HYDORA NITIDA L (N=HYDORA ADULT";"1954"
"HYDROBIOSELLA STENOCERCA (N=10)";"1955"
"NAONELLA FORYSTHII (N=9)";"1956"
"OLIGOCHAETA I  (N=10)";"1957"
"OLIGOCHAETA II (N=8)";"1958"
"OLIGOCHAETA LUMBR BLUE (N=10)";"1959"
"PARALIMNOPHILA (N=1)";"1960"
"PATATANYTARSUS NR GRIMMI (N=TANYTARSUS)";"1961"
"PAUCISPINIGERA APPROXIMATA (N=8)";"1962"
"POLYPEDELLUM GREEN TYPE (N=8)";"1963"
"STICTOCLADIUS (N=10)";"1964"
"TANYTARSUS SPP. (N=3)";"1965"
"TANYTARSUS VERSPERTINUS (N=3)";"1966"
"ZELANOPERLA FENESTRATA (N=10)";"1967"
"CRAYFISH (N=9)";"1968"
"UNKNOWN GREEN ALGAL CELLS";"1969"
"CORYNONEURA (N=1)";"1970"
"CRAYFISH (N=4)";"1971"
"CRICOTOPUS II (N=POLYPEDELLUM)";"1972"
"EUKIEFIRIELLA (N=2)";"1973"
"HEXATOMINI (N=2)";"1974"
"HYDORA ADULT (N=3)";"1975"
"HYDORA NITIDA (N=8)";"1976"
"HYDRA (N=1)";"1977"
"HYDROBIOSIS PARUMBRIPENNIS (N=1)";"1978"
"LUMBR PINKK (N=10)";"1979"
"MISCHODERUS (N=2)";"1980"
"NANNOCHORISTA PHILPOTTI (N=10)";"1981"
"NEOZEPHLEBIA SPECTABILIS (N=10)";"1982"
"NOTHODIXA (N=9)";"1983"
"OLIGO I  (N=5)";"1984"
"OLIGO II (N=5)";"1985"
"OLIGO SMOOTH (N=10)";"1986"
"PARALIMNOPHILA SKUSEI (N=ERIOPTERINI)";"1987"
"PAUCISPINIGERA APPROXIMATA (N=7)";"1988"
"PODONOMID TYPE HAIRY (N=1)";"1989"
"POLYPEDELLUM II (N=2)";"1990"
"POLYPLECTROPUS PUERILIS (N=6)";"1991"
"POTAMOPYRGUS ANTIPODARUM (N=10)";"1992"
"PSYCHODA SP. (N=1)";"1993"
"SCIRTID NARROW (N=1)";"1994"
"STENOPERLA PRASINIA (N=7)";"1995"
"STICTOCLADIUS I (N=6)";"1996"
"STICTOCLADIUS III (N=3)";"1997"
"TANYTARSUS (N=1)";"1998"
"ZELANDOBIUS CONFUSUS (N=5)";"1999"
"ZELANDOTIPULA (N=2)";"2000"
"GALAXIAS (N=5)";"2001"
"AMELOTOPSIS PERSCITUS";"2002"
"AOTEAPSYCHE SPP.";"2003"
"APHROPHILA NOEVAEZELANDIAE";"2004"
"ARCHICHAULIODES DIVERSUS";"2005"
"ATALOPHLEBIOIDES CROMWELLI";"2006"
"AUSTROCLIMA JOLLYAE";"2007"
"AUSTROSIMULIUM AUSTRALENSE";"2008"
"BARAEOPTERA RORIA";"2009"
"LARSIA II";"2010"
"CORYNONEURA";"2011"
"NAONELLA";"2012"
"MAORIDIAMESEA";"2013"
"EUKIEFIRIELLA";"2014"
"TANYTARSINI II";"2015"
"PIRARA";"2016"
"CRICOTOPUS II";"2017"
"STICTOCLADIUS";"2018"
"POLYPEDELLUM";"2019"
"CRICOTOPUS I ";"2020"
"TANYPODINI";"2021"
"TANYTARSINI  ";"2022"
"COSTACHOREMA XANTHOPTERA";"2023"
"DELEATIDIUM SPP.";"2024"
"ERIOPTERINI SP.";"2025"
"HELICOPSYCHE ALBESCENS";"2026"
"HUDSONEMA AMIBILIS";"2027"
"HYDORA NITIDA (ADULT)";"2028"
"HYDORA NITIDA (LARVA)";"2029"
"HYDROBIOSELLA STENOCERCA";"2030"
"HYDROBIOSIS PARUMBRIPENNIS";"2031"
"HYDROBIOSIS SPATHULATA/CHARADERA";"2032"
"HYDROBIOSIS TYPE 'BLACK PRONOTUM'";"2033"
"MEGALEPTOPERLA SP.";"2034"
"NESAMELETUS ORNATUS";"2035"
"OLIGOCHAETA TYPE I";"2036"
"OLIGOCHAETA TYPE II";"2037"
"OLINGA FEREDAYI";"2038"
"ONISCIGASTER SP.";"2039"
"ORYCHMONTIA SP.";"2040"
"PHILORHEITHRUS AGILIS";"2041"
"PODAENA SP.";"2042"
"POLYPLECTROPUS PUERILIS";"2043"
"POTAMOPYRGUS ANTIPODARUM";"2044"
"PSILACHOREMA BIDENS";"2045"
"PYCNOCENTRIA SP.";"2046"
"PYCNOCENTRODES SPP.";"2047"
"SCIRTID BROAD";"2048"
"STENOPERLA PRASINIA";"2049"
"TANYDERIDAE SP.";"2050"
"TIPHOBIOSIS SP.";"2051"
"ZEALANDOPERLA SP.";"2052"
"ZEPHLEBIA SPECTABILIS";"2053"
"ANGUILLA DIEFFENBACHII";"2054"
"GALAXIAS DEPRESSICEPS";"2055"
"GOBIOMORPHUS BREVICEPS";"2056"
"PARANEPHROPS ZEALANDICUS";"2057"
"SALMO TRUTTA";"2058"
"AMPHIPODA SPP.";"2059"
"AOTEAPSYCHE SP.";"2060"
"ARCHICAULIOIDES DIVERSUS";"2061"
"PODONOMUS";"2062"
"TANYTARSINI";"2063"
"ERIOPTERINI SP. ";"2064"
"HUDSONEMA AMABILIS";"2065"
"HYDORA NITIDA ADULT";"2066"
"HYDORA NITIDA LARVAE";"2067"
"HYDROBIOSID SP.";"2068"
"HYDROBIOSIS SILVICOLA/CLAVIGERA";"2069"
"ORCHYMONTIA SP.";"2070"
"OXYETHIRA ALBICEPS";"2071"
"PSILACHOREMA BIDENS ";"2072"
"SCIRTID SP. (BROAD TYPE)";"2073"
"TABANID SP. ";"2074"
"ZEALANDOPERLA/ACROPERLA SP.";"2075"
"GALAXIAS SP.";"2076"
"ACROPERLA TRIVACUATA";"2077"
"ARCHICAULIODES DIVERSUS";"2078"
"UNKNOWN ORTHOCLAD";"2079"
"LARSIA I ";"2080"
"PHILOREITHRUS AGILIS";"2081"
"PSYCHODIDAE SP.";"2082"
"SCIRTIDAE LARVAE";"2083"
"GALAXIIDAE ANOMALUS";"2084"
"GALAXIIDAE NEW SP.";"2085"
"AUSTRACLIMA JOLLYAE";"2086"
"AUSTROSIMULIUM AUSTRALENSE ";"2087"
"LARSIA I";"2088"
"TANYTARSINI I ";"2089"
"HELIOPSYCHE ALBESCENS";"2090"
"HEXATOMINI SP.";"2091"
"HYDRAENA HOMALAENA ( TYPE H1)";"2092"
"HYDRAENA HOMALAENA (TYPE H2)";"2093"
"HYDRAENA ORCHYMONTIA";"2094"
"HYDROBIOSELLA SP. ";"2095"
"HYDROBIOSID SPP. ";"2096"
"PAROXYETHIRA EATONI/HINTONI";"2097"
"SCIRTID SP. LARVAE (BROAD TYPE)";"2098"
"SCIRTID SP. LARVAE (SKINNY TYPE)";"2099"
"SCIRTID SPP. ADULT";"2100"
"ZELANDOPERLA SP.";"2101"
"ZELANDOPERLA/ACROPERLA SP. ";"2102"
"ZELOLESSICA CHEIRA";"2103"
"RICHARDSON SPERMOPHILE (GROUND SQUIRREL)";"2104"
"MARSH HAWK - COYOTE - RED-TAILED HAWK - WEASEL";"2105"
"BADGER";"2106"
"VOLE (MICROTUS)";"2107"
"13-STRIPED SPERMOPHILE (GROUND SQUIRREL)";"2108"
"POCKET GOPHER (THOMOMYS)";"2109"
"INSECTS IN HERB AND SURFACE STRATUM - DIPTERA - HEMIPTERA - GRASSHOPPERS - ETC.";"2110"
"INSECTS IN SOIL STRATUM - WIRE WORMS - CUTWORMS - WHITE GRUBS - ETC.";"2111"
"MEADOW LARK - CHIPPING SPARROW - CLAY-COLORED SPARROW - VESPER SPARROW - HORNED LARK - UPLAND PLOVER";"2112"
"CROW";"2113"
"FROG";"2114"
"GARTER SNAKE";"2115"
"AMPHIPODA SPP. ";"2116"
"DELEATIDIUM SPP. ";"2117"
"EPHYDRELLA SP.";"2118"
"HYDORA NITIDA LARVA";"2119"
"MOLOPHILUS SP. ";"2120"
"OLINGA FEREDAYII";"2121"
"ANGUILA DIFFENBACHII";"2122"
"ACROPERLA SP.";"2123"
"AOTEAPSYCHE SP. ";"2124"
"ARCHICHAULIOIDESÊDIVERSUS";"2125"
"AUSTROPERLA CYRENE";"2126"
"CERATOPOGONID SP.";"2127"
"MEGALEPTOPERLA DIMINUTA";"2128"
"OLIGOCHAETE TYPE I";"2129"
"OLIGOCHAETE TYPE II";"2130"
"PODAENA SP. ";"2131"
"PSILOCHOREMA BIDENS";"2132"
"PYCNOCENTRODES EVECTA";"2133"
"SCIRTID SP. (SKINNY TYPE)";"2134"
"GALAXIAS SP. ";"2135"
"APHROPHILA NOEVAEZELANDIAE ";"2136"
"ARCHICAULIODES DIVERSUS ";"2137"
"EUKIEFIERIELLA";"2138"
"HELICOPSYCHE ALBESCENS ";"2139"
"HYDRAENA HOMOLAENA";"2140"
"PODAENA SP. (LARVA)";"2141"
"SCRTID SP. (LARVA)";"2142"
"MEGALEPTOPERLA GRANDIS";"2143"
"NOTHODIXA SP.";"2144"
"ORCHYMONTIA SP. ";"2145"
"PELICYPOD SP. ";"2146"
"POTAMOPYRGUS ANTIPODARUM ";"2147"
"PYCNOCENTRIA SP. ";"2148"
"PYCNOCENTRODES EVECTA ";"2149"
"STRATIOMYID SP. ";"2150"
"ZEALANDOPERLA/ACROPERLA SP. ";"2151"
"ZEALOLESSICA CHEIRA";"2152"
"AUTROSIMILIUM AUSTRALENSE";"2153"
"HUDSONEMA ALIENA";"2154"
"HYDRAENA HOMALAENA SP. (TYPE H2)";"2155"
"NANNOCHORISTA PHILPOTTI";"2156"
"OLIGOCHAETA TYPE WEAK-LONG-SHORT";"2157"
"HYDRAENA ORCHYMONTIA ";"2158"
"PYCNOCENTRIA SPP.";"2159"
"TANYDERID SP. ";"2160"
"ZELANDOPERLA SP";"2161"
"AOTEAPHSYCHE SP.";"2162"
"CERATOPOGONID SP. ";"2163"
"MAORIDIEMESEA";"2164"
"HEXATOMINI SP. ";"2165"
"HYDROBIOSID SP. ";"2166"
"NANNOCHORISTA PHILPOTTTI";"2167"
"NESAMELETUS ORNATUS ";"2168"
"OECONESUS SP. ";"2169"
"ONISCOGASTER SP.";"2170"
"PARALIMNOPHORA SKUSEI";"2171"
"POTAMOPURGUS ANTIPODARUM";"2172"
"STRATIOMYIID SP. ";"2173"
"ZEALANDOBIUS CONFUSUS TYPE";"2174"
"APHROPHILA SPP.";"2175"
"CRICOTOPUS SP. III";"2176"
"CRISTAPERLA FIMBRIAE";"2177"
"DELEATIDIUM LILLI";"2178"
"EUKIEFIDRELLA";"2179"
"GYRAULUS CORINNA";"2180"
"GYRAULUS SP.";"2181"
"HELICOPSYCHE ALBESCENS (TILLYARD)";"2182"
"HUDSONEMA AMABILIS (MCLACHLAN)";"2183"
"HYDORA NITIDA (ADULT) (BROUN)";"2184"
"HYDORA NITIDA (LARVA) (BROUN)";"2185"
"HYDROBIOSELLA STENOCERCA (TILLYARD)";"2186"
"MAORIDIAMESA SPP.";"2187"
"MEGALEPTOPERLA GRANDIS (NEWMAN)";"2188"
"NAONELLA FORSYTHII";"2189"
"OLIGOCHAETA LUMBR BLUE";"2190"
"OLINGA FEREDAYI (MCLACHLAN)";"2191"
"ORTHOCLADIINAE UNKNOWN SPP.";"2192"
"OXYETHIRA ALBICEPS (MCLACHLAN)";"2193"
"PARACALLIOPE FLUVIATILIS (THOMSON)";"2194"
"PHREA";"2195"
"PARALEPTAMPHOBUS SUBTERRANEUS (CHILTON)";"2196"
"PARALIMNOPHILA SKUSEI (HUTTON)";"2197"
"PARATANYTARSUS SPP.";"2198"
"PIRARA MATAKIRI (BOOTHROYD AND CRANSTON)";"2199"
"POTAMOPYRGUS ANTIPODARUM (GRAY)";"2200"
"PSILOCHOREMA BIDENS (MCFARLANE)";"2201"
"RHABDOMASTRIX SP. ";"2202"
"ZELANDOBIUS SPP. NR CONFUSUS (HARE)";"2203"
"ZELANDOPERLA AGNETIS (MCLELLAN)";"2204"
"ZELANDOPERLA AGNETIS (MCLELLAN).1";"2205"
"PARANEPHROPS ZEALANDICUS (WHITE)";"2206"
"CRICOTOPUS SP. I (CRANSTON)";"2207"
"CRISTAPERLA";"2208"
"DELEATIDIUM SPP";"2209"
"HYDROPHILID UNKNOWN SP.";"2210"
"MISCHODERUS SP.";"2211"
"MOLOPHILUS SP.";"2212"
"NANNOCHORISTA";"2213"
"NEOZEPHLEBIA";"2214"
"NEURCHOREMA";"2215"
"OLIGO FOUR CHAETAE";"2216"
"PARADIXA SP.";"2217"
"PAUCISPINIGERA APPROXIMATA (FREEMAN)";"2218"
"PSEUDOECONESUS SP.";"2219"
"SCRITID BRD";"2220"
"STICTOCLADIUS SPP.";"2221"
"TANYTARSUS SPP. (OTHER)";"2222"
"GALGOL";"2223"
"ACROPERLA";"2224"
"AUSTROSIMULIUM";"2225"
"COLOBURISCUS";"2226"
"DELEATIDIUM";"2227"
"EUKIEFIDRIELLA";"2228"
"HEXATOMINI";"2229"
"OLIGOCHAETA TYPE III";"2230"
"OLIGOCHAETA NR 'AELOSOMA SP.'";"2231"
"PARACALLIOPE PURPLE";"2232"
"PAUCISPINIGERA APPROXIMATA";"2233"
"PLECTROCNEMIA";"2234"
"PSEUDOOECONESUS";"2235"
"PSILACHOREMA";"2236"
"PYCNOCENTRIA";"2237"
"SPHAERIUM";"2238"
"STICTOCALDIUS";"2239"
"STICTOCLADIUS III";"2240"
"TANYDERIDAE";"2241"
"TANYTARSUS VERSPERTINUS";"2242"
"ZELANOPERLA";"2243"
"AUSTROCLIMA JOLLYAE (TOWNS AND PETERS)";"2244"
"CHIRONOMOUS ZELANDICUS (HUDSON)";"2245"
"CRICOTOPUS SP. II (CRANSTON)";"2246"
"ERIOPTERINI SP. 1";"2247"
"HEXATOMINI SPP.";"2248"
"HUDSONEMA ALIENA (MCLACHLAN)";"2249"
"LOBODIAMESINI CAMPBELLI (PAGAST.)";"2250"
"MEGALEPTOPERLA DIMINUTA (NEWMAN)";"2251"
"MUSCID SP.";"2252"
"NANNOCHORISTA PHILPOTTI (TILLYARD)";"2253"
"NEOZEPHLEBIA SCITA (WALKER)";"2254"
"OLIGO SMOOTH";"2255"
"PAROCHLUS SP.";"2256"
"PODONOMOUS SPP.";"2257"
"POLYPLECTROPUS PUERILIS (MCLACHLAN)";"2258"
"SPANIOCERCA ZELANDICA (TILLYARD)";"2259"
"TABANID SP.";"2260"
"TANYPODINI SPP.";"2261"
"TANYTARSUS SP. II";"2262"
"GALERUCELLA DECORA";"2263"
"REDWINGED BLACKBIRD - BRONZE GRACKLE - SONG SPARROW";"2264"
"MARYLAND YELLOWTHROAT - YELLOW WARBLER - SONG SPARROW";"2265"
"INSECTS - PONTANIA PETIOLARIDIS - COLLEMBOLA";"2266"
"INSECTS - DISYONICHA QUINQUEVITATA - COLLEMBOLA";"2267"
"RANA PIPIENS";"2268"
"AMELETOPSIS PERSCITUS (EATON)";"2269"
"ASPECTROTANYPUS";"2270"
"STICTOCLCAIUS";"2271"
"APSECTROTANYPUS SPP.";"2272"
"HYDORA L";"2273"
"HOMOLAENA SP. TYPE I";"2274"
"OLIGOCHAETA LUMBRICULIID PINK";"2275"
"OLIGOCHAETA TYPE I ";"2276"
"OLIGOCHAETA TYPE 'WEAK/LONG' ";"2277"
"SPHAERIUM SPP.";"2278"
"STENOPERLA PRASINA (NEWMAN)";"2279"
"TANYTARSUS SP. I";"2280"
"ZELANDOTIPULA SP.";"2281"
"GALELD";"2282"
"COLOBURISCUS HUMERALIS (WALKER)";"2283"
"OLIGOCHAETA LUMBRICULIID PURPLE";"2284"
"OLIGOCHAETA LUMBRICULIID WHITE";"2285"
"NYMPH";"2286"
"ORTHOCLADIINAE UNKNOWN SPP. 1";"2287"
"ORTHOCLADIINAE UNKNOWN SPP. 2";"2288"
"ZELANDOPERLA FENESTRATA (MCLELLAN)";"2289"
"PHILORHEITHRUS AGILIS (HUDSON)";"2290"
"SCIRTID SP. (LARVAE) BROAD TYPE.";"2291"
"ZELOLESSICA CHEIRA (MCFARLANE)";"2292"
"STRATIOMYID SPP.";"2293"
"OLIGOCHAETA LUMBRICULIID PEACOCK";"2294"
"ANTHOPLEURA";"2295"
"EDWARDSIA";"2296"
"ENOPLA 1";"2297"
"ENOPLA 2";"2298"
"ABARENICOLA";"2299"
"CAPITELLID 1";"2300"
"CAPITELLID 2";"2301"
"HETEROMASTUS";"2302"
"DECAMASTUS";"2303"
"PARAONID ";"2304"
"SCOLOPLOS-JOHN";"2305"
"MACROCLYMENELLA";"2306"
"HESIONID 1";"2307"
"EXOGONE-HETERO";"2308"
"EXOGONE 2";"2309"
"PERINEREIS";"2310"
"SPHAERODORUM";"2311"
"SPIO 1";"2312"
"SPIO 2";"2313"
"BOCCARDIA-SYRTIS";"2314"
"BOCCARDIA-ACUS";"2315"
"MALACOCEROS";"2316"
"PRINOSPIO";"2317"
"COLUROSTYLIS-LEMU";"2318"
"DIASTYLOPSIS-THIL";"2319"
"TANAIDACID";"2320"
"HETEROPHOXUS-STEPH";"2321"
"PHOXOCEPHALUS-REG";"2322"
"PONTHARPINIA-AUST";"2323"
"AMPHIPOD 1";"2324"
"AMPHIPOD 2";"2325"
"CYMODOPSIS";"2326"
"CALLIANASSA";"2327"
"HETEROSQUILLA";"2328"
"MACROPHTHALMUS";"2329"
"HEMIGRASUS CRE";"2330"
"HEMIGRAPSUS EDW";"2331"
"HELMSI";"2332"
"DILOMA";"2333"
"ZEACUMANTUS";"2334"
"PYRAMIDELLID";"2335"
"COMINELLA";"2336"
"NUCULA";"2337"
"PERRIERINA";"2338"
"MACOMONA";"2339"
"AUSTROVENUS";"2340"
"PELECYPOD 1";"2341"
"PELECYPOD 2";"2342"
"PHORONIDA";"2343"
"FLATFISH SP.";"2344"
"SPRATTUS SP.";"2345"
"SPOTTY";"2346"
"BARRACUTA";"2347"
"OYSTERCATCHER 1";"2348"
"OYSTERCATCHER 2";"2349"
"VANELLUS";"2350"
"BBGULL";"2351"
"RBGULL";"2352"
"WFHERON";"2353"
"WFTERN";"2354"
"MALLARD";"2355"
"MEIOFAUNA";"2356"
"MARITREMA NOVAE";"2357"
"LEVINSENIELLA";"2358"
"CURTUTERIA 1";"2359"
"CURTUTERIA 2";"2360"
"GYMNOPHALLUS";"2361"
"ASCAROPHIS";"2362"
"ACUARIIDAE";"2363"
"PROFILICOLLIS ANTA";"2364"
"PROFILICOLLIS NOVAE";"2365"
"BENTHOS";"2366"
"HYPOSTOMUS SPP.";"2367"
"P. MACULATUS";"2368"
"SCHIZODON BORELII";"2369"
"LORICARIICHTHYS PLATYMETOPON";"2370"
"PROCHILODUS LINEATUS";"2371"
"CYPHOCHARAX MODESTA";"2372"
"STEINDACHNERINA INSCULPTA";"2373"
"IHERINGICHTHYS LABROSUS";"2374"
"SCHIZODON ALTOPARANAE";"2375"
"HYPOPHTHALMUS EDENTATUS";"2376"
"TRACHYDORAS PARAGUAYENSIS";"2377"
"HOPLOSTERNUM LITTORALE";"2378"
"LEPORINUS FRIDERICI";"2379"
"LEPORINUS OBTUSIDENS";"2380"
"PARAUCHENIPTERUS GALEATUS";"2381"
"PTERODORAS GRANULOSUS";"2382"
"ASTYANAX ALTIPARANAE";"2383"
"AUCHENIPTERUS NUCHALIS";"2384"
"BRYCON ORBIGNYAMUS";"2385"
"ACESTRORHYNCUS LACUSTRIS";"2386"
"HOPLIAS MALABARICUS";"2387"
"PLAGIOSCION SQUAMOSISSIMUS";"2388"
"PSEUDOPLATYSTOMA CORRUSCANS";"2389"
"RHAPHIODON VULPINUS";"2390"
"SERRASALMUS MARGINATUS";"2391"
"HEMISORUBIN PLATYRHYNCHOS";"2392"
"SALMINUS BRASILIENSIS";"2393"
"SERRASALMUS SPILOPLEURA";"2394"
"OTHER BENTHOS FEEDERS";"2395"
"OTHER DETRITUS FEEDERS";"2396"
"OTHER INSECTIVORES";"2397"
"OTHER PISCIVORES";"2398"
"OTHER OMNIVORES";"2399"
"BALTIMORE ORIOLE - CHICKADEE - LEAST FLYCATCHER - WARBLING VIREO - ROSEBREASTED GROSSBEAK - WILLOW THRUSH";"2400"
"CANKER - FOMES";"2401"
"HAIRY AND DOWNY WOODPECKERS";"2402"
"SPIDERS (MATURE FOREST)";"2403"
"INSECTS (MATURE FOREST)";"2404"
"DICERA - SAPERDA";"2405"
"RED SQUIRREL";"2406"
"GOSHAWK";"2407"
"REDBACKED VOLE (EVOLOMYS)";"2408"
"COOPER'S AND SHARPSHINNED HAWKS";"2409"
"RUFFED GROUSE";"2410"
"HOUSE WREN";"2411"
"TICKS";"2412"
"SNOWSHOE RABBIT";"2413"
"RED-EYED VIREO - YELLOW WARBLER - GOLD FINCH - CATBIRD - BROWN THRASHER - TOWHEE - ROBIN";"2414"
"REDBACKED VOLE - FRANKLIN GROUND SQUIRREL";"2415"
"INSECTS (FOREST EDGE)";"2416"
"SPIDERS (FOREST EDGE)";"2417"
"SNAILS";"2418"
"FROGS";"2419"
"LORICARIA SP";"2420"
"HYPOSTOMUS SPP";"2421"
"ACESTRORHYBCUS NUCHALIS";"2422"
"GROUP 2";"2423"
"GROUP 1";"2424"
"PINIRAMPUS PIRINAMPU";"2425"
"RHAPHIODON VULPINIS";"2426"
"MOENKHAUSIA INTERMEDIA";"2427"
"MEGALOANCISTRUS PARANANUS";"2428"
"RHINELEPIS ASPERA";"2429"
"OTHER DETRITIVORES";"2430"
"UNNAMED: 1";"2431"
"UNNAMED: 2";"2432"
"UNNAMED: 3";"2433"
"ZOOPLANCKTON";"2434"
"TERRESTRIAL INVERTEBRATES";"2435"
"ASTYANAX FASCIATUS";"2436"
"BRYCON NATTERERI";"2437"
"HYPOSTOMUS STRIGATICEPS";"2438"
"SALMINUS HILARII";"2439"
"TRACHURUS";"2440"
"SARDINELLA";"2441"
"SCIAENIDAE";"2442"
"ARIIDAE";"2443"
"MERLUCCIUS";"2444"
"DENTEX";"2445"
"PSEUDOTOLITHUS";"2446"
"SERRANIDAE";"2447"
"POLYNEMIDAE";"2448"
"P. LONGIROSTRIS";"2449"
"HAEMULIDAE";"2450"
"ARISTEU VARIDENS";"2451"
"SMALL PELAGICS";"2452"
"MESOPELAGICS";"2453"
"LARGE PELAGICS";"2454"
"DEMERSAL FISH";"2455"
"CONDRICHTIS";"2456"
"CEPHALOPODES";"2457"
